,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
12:16:07:00,-54.0,-54.0,-54.0,-54.0,-66.0,-66.0,-66.0,-71.0,-71.0,-71.0,-91.0,-90.0,-89.0,-86.0,-56.0,-57.0,-56.0,-69.0,-69.0,-65.0,-71.0,-64.0,-64.0,-85.0,-87.0,-86.0,-87.0,-90.0,,,,,,,,,,,,,,44.434886913155324,26.0476833657506
12:16:08:00,-56.0,-64.0,-66.0,-61.0,-76.0,-77.0,-77.0,-73.0,-73.0,-73.0,-84.0,-83.0,-83.0,-88.0,-58.0,-58.0,-58.0,-69.0,-66.0,-64.0,-69.0,-64.0,-64.0,-88.0,-88.0,,-89.0,-88.0,,,,,,,,,,,,,,44.434876545975705,26.0476833657506
12:16:09:00,-51.0,-57.0,-57.0,-55.0,-59.0,-60.0,-60.0,-75.0,-75.0,-74.0,-84.0,-84.0,-87.0,-85.0,-51.0,-52.0,-51.0,-66.0,-66.0,-63.0,-68.0,-63.0,-63.0,,,,-85.0,-84.0,,,,,,,,,,,,,,44.43487454748282,26.04769111634586
12:16:10:00,-54.0,-58.0,-58.0,-58.0,-63.0,-64.0,-64.0,-74.0,-74.0,-74.0,-82.0,-82.0,-82.0,-91.0,-53.0,-54.0,-53.0,-70.0,-69.0,-59.0,-69.0,-59.0,-59.0,-85.0,-86.0,-84.0,-89.0,-87.0,-91.0,-91.0,-91.0,,,,,,,,,,,44.43487904409059,26.047695960467895
12:16:11:00,-52.0,-62.0,-62.0,-62.0,-57.0,-57.0,-57.0,-71.0,-72.0,-72.0,-84.0,-86.0,-85.0,-86.0,-49.0,-49.0,-49.0,-71.0,-71.0,-56.0,-71.0,-56.0,-55.0,-83.0,-82.0,-82.0,-86.0,-86.0,,,,,,,,,,,,,,44.43488853692976,26.047695960467895
12:16:12:00,-53.0,-56.0,-56.0,-56.0,-61.0,-61.0,-61.0,-80.0,-78.0,-78.0,-84.0,-83.0,-83.0,-85.0,-47.0,-47.0,-47.0,-69.0,-68.0,-59.0,-66.0,-58.0,-58.0,-80.0,-80.0,-80.0,-85.0,-87.0,,-93.0,-91.0,,,,,,,,,,,44.43489852939204,26.047695960467895
12:16:13:00,-54.0,-55.0,-55.0,-52.0,-69.0,-69.0,-70.0,-76.0,-77.0,-77.0,-85.0,-84.0,-84.0,-81.0,-47.0,-47.0,-48.0,-70.0,-72.0,-58.0,-66.0,-59.0,-58.0,-83.0,-83.0,-82.0,-81.0,-81.0,,,,,,,,,,,,,,44.43490852185435,26.047695960467895
12:16:14:00,-55.0,-40.0,-40.0,-40.0,-61.0,-61.0,-61.0,-58.0,-59.0,-58.0,-82.0,-83.0,-82.0,-82.0,-41.0,-42.0,-42.0,-60.0,-60.0,-57.0,-60.0,-56.0,-56.0,-79.0,-78.0,-78.0,,-79.0,,,,,,,,,,,,,,44.43491951356285,26.047695960467895
12:16:15:00,-64.0,-41.0,-42.0,-42.0,-75.0,-74.0,-75.0,-72.0,-72.0,-72.0,-89.0,-88.0,-90.0,-85.0,-48.0,-48.0,-48.0,-55.0,-55.0,-63.0,-55.0,-63.0,-63.0,-84.0,-84.0,-85.0,-86.0,-85.0,,,,,,,,,,,,,,44.43493075508293,26.047695960467895
12:16:16:00,-72.0,-64.0,-64.0,-64.0,-91.0,-92.0,-90.0,-74.0,-75.0,-74.0,-92.0,-92.0,-91.0,-92.0,-58.0,-59.0,-59.0,-55.0,-55.0,-80.0,-55.0,-80.0,-80.0,-88.0,-89.0,-87.0,-93.0,-92.0,,,,,,,,,,,,,,44.43493300338625,26.047708555197786
12:16:17:00,-74.0,-59.0,-63.0,-59.0,-88.0,-88.0,-89.0,-71.0,-71.0,-71.0,-93.0,-93.0,-93.0,,-56.0,-57.0,-56.0,-57.0,-57.0,-80.0,-57.0,-80.0,-80.0,-86.0,-86.0,-85.0,,,,,,,,,,,,,,,,44.43493300338547,26.047722724268915
12:16:18:00,-76.0,-65.0,-66.0,-65.0,-91.0,-89.0,-89.0,-59.0,-60.0,-59.0,-93.0,-91.0,-92.0,,-58.0,-58.0,-58.0,-53.0,-53.0,-84.0,-53.0,-83.0,-83.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,,,44.43493300338461,26.04773846768128
12:16:19:00,-77.0,-74.0,-74.0,-75.0,-88.0,-88.0,-88.0,-64.0,-64.0,-64.0,-91.0,-91.0,-91.0,,-63.0,-64.0,-64.0,-50.0,-49.0,-85.0,-50.0,-84.0,-85.0,-82.0,-82.0,-81.0,,,,,,,,,,,,,,,,44.43493300338374,26.047754211093643
12:16:20:00,-76.0,-73.0,-73.0,-73.0,-92.0,-92.0,-91.0,-71.0,-71.0,-71.0,-92.0,-91.0,-91.0,,-67.0,-69.0,-67.0,-51.0,-52.0,-88.0,-52.0,,,-85.0,-84.0,-83.0,,,,,,,,,,,,,,,,44.43493300338294,26.04776873001838
12:16:21:00,-79.0,-82.0,-82.0,-81.0,-91.0,-92.0,-89.0,-50.0,-50.0,-50.0,-88.0,-90.0,-88.0,,-64.0,-64.0,-64.0,-44.0,-45.0,,-45.0,-88.0,-88.0,-78.0,-78.0,-78.0,,,,,,,,,,,,,,,,44.434933003382085,26.047784123577138
12:16:22:00,-85.0,-80.0,-81.0,-80.0,,-92.0,-92.0,-54.0,-53.0,-54.0,-88.0,-86.0,-88.0,,-72.0,-72.0,-72.0,-48.0,-48.0,,-49.0,,,-79.0,-78.0,-79.0,,,,,,,,-93.0,,,,,,,,44.43493300338131,26.047798292648263
12:16:23:00,-86.0,-81.0,-81.0,-78.0,-92.0,-93.0,-92.0,-54.0,-54.0,-54.0,-83.0,-83.0,-82.0,,-65.0,-65.0,-65.0,-43.0,-43.0,,-43.0,,,-78.0,-77.0,-78.0,,,,,,,,-88.0,-89.0,-91.0,,,,,,44.43493300338047,26.047813511280214
12:16:24:00,-80.0,-70.0,-70.0,-70.0,-84.0,-84.0,-84.0,-49.0,-49.0,-49.0,-72.0,-72.0,-70.0,,-68.0,-69.0,-69.0,-45.0,-44.0,-84.0,-44.0,-84.0,-84.0,-59.0,-58.0,-59.0,,,,,,,,-90.0,-89.0,-89.0,,,,,,44.43493300337961,26.047829104755316
12:16:25:00,-74.0,-68.0,-68.0,-66.0,-80.0,-83.0,-79.0,-52.0,-52.0,-52.0,-64.0,-64.0,-65.0,,-62.0,-62.0,-62.0,-49.0,-45.0,-81.0,-50.0,-81.0,-81.0,-55.0,-52.0,-55.0,,,,,,,,-83.0,-81.0,-79.0,-88.0,-93.0,-93.0,-93.0,,44.4349330033787,26.047845522885353
12:16:26:00,-64.0,-59.0,-58.0,-59.0,-89.0,-90.0,-90.0,-48.0,-48.0,-47.0,-63.0,-63.0,-62.0,,-63.0,-66.0,-64.0,-47.0,-47.0,-82.0,-47.0,-81.0,-81.0,-49.0,-49.0,-49.0,,,,,,,,-82.0,-84.0,-83.0,,,,,,44.43493300337783,26.04786149120361
12:16:27:00,-63.0,-75.0,-72.0,-74.0,,,,-46.0,-46.0,-46.0,-59.0,-59.0,-59.0,,-63.0,-63.0,-63.0,-39.0,-38.0,-88.0,-38.0,-86.0,-85.0,-61.0,-61.0,-60.0,,,,,,,,,-80.0,,,,,,,44.434933003376884,26.04787858405132
12:16:29:00,-72.0,-62.0,-62.0,-62.0,-91.0,-90.0,-89.0,-49.0,-49.0,-49.0,-77.0,-76.0,-77.0,,-64.0,-64.0,-64.0,-50.0,-49.0,-85.0,-50.0,-85.0,-84.0,-72.0,-73.0,-74.0,,,,,,,,-81.0,-82.0,-82.0,,,,,,44.4349364293636,26.047884881416262
12:16:33:01,-72.0,-62.0,-62.0,-62.0,-91.0,-90.0,-89.0,-49.0,-49.0,-49.0,-77.0,-76.0,-77.0,,-64.0,-64.0,-64.0,-50.0,-49.0,-85.0,-50.0,-85.0,-84.0,-72.0,-73.0,-74.0,,,,,,,,-81.0,-82.0,-82.0,,,,,,44.434937499983874,26.0478975333959
12:16:34:00,-70.0,-70.0,-72.0,-72.0,-88.0,-88.0,-83.0,-51.0,-51.0,-51.0,-74.0,-73.0,-73.0,,-64.0,-64.0,-64.0,-43.0,-45.0,-83.0,-44.0,-83.0,-83.0,-70.0,-69.0,-69.0,,,,,,,,-85.0,-82.0,-83.0,,,,,,44.43493749998371,26.047903201024788
12:16:36:00,-76.0,-69.0,-66.0,-70.0,,,,-58.0,-57.0,-57.0,-78.0,-78.0,-78.0,,-60.0,-57.0,-58.0,-47.0,-49.0,-86.0,-51.0,-85.0,-84.0,-77.0,-77.0,-78.0,,,,,,,,,,,,,,,,44.434930070805216,26.047903773512555
12:16:37:00,-74.0,-67.0,-69.0,-69.0,-89.0,-89.0,-89.0,-61.0,-61.0,-61.0,-79.0,-80.0,-81.0,,-70.0,-70.0,-71.0,-49.0,-50.0,,-50.0,,-87.0,-76.0,-76.0,-75.0,,,,,,,,-89.0,-87.0,-88.0,,,,,,44.43492079829673,26.047903773512555
12:16:38:00,-76.0,-76.0,-76.0,-76.0,-88.0,-87.0,-87.0,-59.0,-59.0,-59.0,-69.0,-70.0,-70.0,,-75.0,-75.0,-75.0,-56.0,-55.0,-85.0,-56.0,-86.0,-85.0,-74.0,-73.0,-73.0,,,,,,,,-91.0,-88.0,-90.0,,,,,,44.434910520335514,26.047903773512555
12:16:39:00,-79.0,,,,-89.0,-89.0,-87.0,-68.0,-68.0,-68.0,,,,,-76.0,-76.0,-76.0,-59.0,-59.0,-85.0,-59.0,-84.0,-84.0,-80.0,-79.0,-79.0,,,,,,,,-91.0,-92.0,-92.0,,,,,,44.43489952862699,26.047903773512555
12:16:40:00,-85.0,-78.0,-78.0,-78.0,-90.0,-92.0,-92.0,-66.0,-66.0,-66.0,-71.0,-71.0,-71.0,,-75.0,-74.0,-73.0,-62.0,-63.0,,-63.0,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.434889161447366,26.047903773512555
12:16:41:00,-81.0,-72.0,-72.0,-70.0,-89.0,-90.0,-89.0,-64.0,-64.0,-64.0,-76.0,-77.0,-77.0,,-74.0,-74.0,-74.0,-62.0,-62.0,,-62.0,,-88.0,-78.0,-77.0,-78.0,,,,,,,,-91.0,,-90.0,,,,,,44.43487854445618,26.047903773512555
12:16:42:00,-86.0,,,,-92.0,-88.0,-91.0,-64.0,-64.0,-64.0,,,,,-79.0,-78.0,-80.0,-58.0,-57.0,,-58.0,,,-78.0,-78.0,-78.0,,,,,,,,-93.0,-92.0,,,,,,,44.43487454747067,26.047914568984517
12:16:43:00,-74.0,-72.0,-72.0,-72.0,-89.0,-89.0,-87.0,-64.0,-65.0,-65.0,-83.0,-82.0,-83.0,,-76.0,-75.0,-75.0,-61.0,-62.0,,-62.0,-88.0,-87.0,-78.0,,-78.0,,,,,,,,-91.0,-90.0,-90.0,,,,,,44.434874547469946,26.04792770347541
12:16:44:00,-81.0,-77.0,-76.0,-78.0,-90.0,-90.0,-90.0,-64.0,-64.0,-65.0,-81.0,-81.0,-79.0,,-70.0,-71.0,-70.0,-61.0,-61.0,,-61.0,,,-78.0,-77.0,-78.0,,,,,,,,,,,,,,,,44.434874547469256,26.0479402981927
12:16:45:00,-82.0,-74.0,-74.0,-74.0,,,,-61.0,-61.0,-61.0,-83.0,-82.0,-82.0,,-75.0,-75.0,-74.0,-54.0,-54.0,,-54.0,,-87.0,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.43488599338053,26.04794155766443
12:16:46:00,-79.0,-83.0,-82.0,-82.0,-88.0,-86.0,-88.0,-60.0,-60.0,-60.0,-85.0,-76.0,-78.0,,-72.0,-71.0,-72.0,-57.0,-57.0,,-57.0,,,-79.0,-77.0,-77.0,,,,,,,,-92.0,-92.0,-92.0,,,,,,44.434894532393756,26.04794155766443
12:16:47:00,-76.0,-78.0,-79.0,-78.0,-88.0,-87.0,-87.0,-65.0,-65.0,-65.0,-80.0,-78.0,-78.0,,-72.0,-72.0,-73.0,-60.0,-60.0,,-60.0,,,-74.0,-72.0,-72.0,,,,,,,,-91.0,,,,,,,,44.43490489957338,26.04794155766443
12:16:48:00,-76.0,-66.0,-68.0,-66.0,,,,-60.0,-59.0,-60.0,-71.0,-71.0,-71.0,,-69.0,-69.0,-66.0,-55.0,-57.0,-85.0,-56.0,-87.0,-86.0,-76.0,-76.0,-75.0,,,,,,,,,,,,,,,,44.43491614109345,26.04794155766443
12:16:49:00,-70.0,-66.0,-66.0,-69.0,,,,-61.0,-61.0,-62.0,-72.0,-72.0,-72.0,,-63.0,-63.0,-63.0,-52.0,-54.0,-87.0,-53.0,-86.0,-85.0,-77.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.43492738261352,26.04794155766443
12:16:50:01,-80.0,-81.0,-80.0,-80.0,-91.0,-91.0,-93.0,-61.0,-61.0,-62.0,-85.0,-88.0,-86.0,,-60.0,-62.0,-62.0,-45.0,-45.0,-83.0,-46.0,-84.0,-84.0,-74.0,-72.0,-74.0,,,,,,,,,,,,,,,,44.43493749998159,26.04794143171712
12:16:51:00,-73.0,-64.0,-64.0,-64.0,-90.0,-92.0,-90.0,-56.0,-56.0,-56.0,-74.0,-74.0,-75.0,,-59.0,-59.0,-59.0,-46.0,-46.0,-87.0,-47.0,-85.0,-84.0,-73.0,-72.0,-73.0,,,,,,,,-88.0,-88.0,-89.0,,,,,,44.434937499981025,26.0479282632263
12:16:52:00,-65.0,-60.0,-60.0,-60.0,-86.0,-88.0,-88.0,-51.0,-50.0,-50.0,-73.0,-73.0,-71.0,,-61.0,-61.0,-61.0,-47.0,-48.0,-81.0,-44.0,-81.0,-81.0,-65.0,-63.0,-64.0,,,,,,,,-84.0,-83.0,-81.0,,,,,,44.434937499980194,26.047913219519994
12:16:54:00,-65.0,-60.0,-60.0,-60.0,-86.0,-88.0,-88.0,-51.0,-50.0,-50.0,-73.0,-73.0,-71.0,,-61.0,-61.0,-61.0,-47.0,-48.0,-81.0,-44.0,-81.0,-81.0,-65.0,-63.0,-64.0,,,,,,,,-84.0,-83.0,-81.0,,,,,,44.43493749997967,26.04789747610642
12:16:57:00,-64.0,-57.0,-58.0,-57.0,-80.0,-84.0,-79.0,-53.0,-54.0,-53.0,-71.0,-71.0,-72.0,,-60.0,-60.0,-60.0,-40.0,-40.0,-81.0,-40.0,-81.0,-80.0,-71.0,-71.0,-72.0,,,,,,,,-85.0,-83.0,-84.0,,,,,,44.434937499979036,26.047886026351094
12:16:58:00,-64.0,-56.0,-56.0,-56.0,-91.0,-92.0,-93.0,-43.0,-43.0,-43.0,-58.0,-58.0,-57.0,-91.0,-57.0,-58.0,-57.0,-42.0,-42.0,-79.0,-43.0,-78.0,-78.0,-57.0,-56.0,-57.0,-92.0,-93.0,,,,,,-95.0,-91.0,-88.0,,,,,,44.434941434510996,26.047884881375563
12:16:59:00,-64.0,-59.0,-59.0,-57.0,-82.0,-79.0,-78.0,-43.0,-43.0,-43.0,-60.0,-60.0,-60.0,-93.0,-60.0,-60.0,-60.0,-43.0,-43.0,-78.0,-44.0,-78.0,-78.0,-62.0,-62.0,-63.0,-93.0,-92.0,,,,,,-81.0,-81.0,-81.0,,,,,,44.43494199658623,26.047870887229085
12:17:00:00,-64.0,-50.0,-50.0,-50.0,-84.0,-81.0,-82.0,-52.0,-52.0,-51.0,-76.0,-76.0,-76.0,,-53.0,-54.0,-53.0,-43.0,-44.0,-80.0,-45.0,-80.0,-80.0,-73.0,-72.0,-72.0,,,,,,,,-90.0,-87.0,-90.0,,,,,,44.43494199658545,26.047856543228942
12:17:01:00,-59.0,-53.0,-53.0,-53.0,-80.0,-79.0,-79.0,-50.0,-50.0,-50.0,-77.0,-77.0,-77.0,,-59.0,-59.0,-58.0,-49.0,-49.0,-79.0,-50.0,-78.0,-78.0,-74.0,-75.0,-75.0,,,,,,,,-90.0,-91.0,-90.0,,,,,,44.43494199658458,26.047840799814153
12:17:02:00,-65.0,-50.0,-50.0,-50.0,-85.0,-85.0,-86.0,-56.0,-56.0,-56.0,-82.0,-82.0,-82.0,,-53.0,-53.0,-53.0,-53.0,-53.0,-82.0,-53.0,-81.0,-81.0,-80.0,-79.0,-80.0,-91.0,-89.0,,,,,,-91.0,,-90.0,,,,,,44.43494199658377,26.04782610596035
12:17:03:00,-69.0,-50.0,-50.0,-50.0,-86.0,-86.0,-83.0,-63.0,-63.0,-63.0,-82.0,-83.0,-83.0,-96.0,-54.0,-55.0,-55.0,-50.0,-50.0,-82.0,-49.0,-83.0,-82.0,-78.0,-78.0,-78.0,-92.0,-90.0,,,,,,-91.0,-89.0,-92.0,,,,,,44.43494199658305,26.047813091404127
12:17:04:00,-69.0,-50.0,-50.0,-50.0,-86.0,-86.0,-83.0,-63.0,-63.0,-63.0,-82.0,-83.0,-83.0,-96.0,-54.0,-55.0,-55.0,-50.0,-50.0,-82.0,-49.0,-83.0,-82.0,-78.0,-78.0,-78.0,-92.0,-90.0,,,,,,-91.0,-89.0,-92.0,,,,,,44.4349419965824,26.047801298155232
12:17:05:00,-62.0,-50.0,-50.0,-50.0,-80.0,-80.0,-80.0,-59.0,-58.0,-59.0,-88.0,-90.0,-89.0,-88.0,-50.0,-50.0,-50.0,-53.0,-54.0,-76.0,-53.0,-75.0,-75.0,-84.0,-84.0,-83.0,-88.0,-86.0,,,,,,-93.0,-89.0,-94.0,,,,,,44.43494199658156,26.04778592276832
12:17:06:00,-62.0,-50.0,-50.0,-50.0,-80.0,-80.0,-80.0,-59.0,-58.0,-59.0,-88.0,-90.0,-89.0,-88.0,-50.0,-50.0,-50.0,-53.0,-54.0,-76.0,-53.0,-75.0,-75.0,-84.0,-84.0,-83.0,-88.0,-86.0,,,,,,-93.0,,-94.0,,,,,,44.43494199658117,26.047774047735455
12:17:07:01,-64.0,-48.0,-48.0,-48.0,-81.0,-80.0,-81.0,-65.0,-65.0,-65.0,-84.0,-84.0,-84.0,-84.0,-48.0,-48.0,-48.0,-52.0,-52.0,-76.0,-52.0,-76.0,-76.0,-84.0,-84.0,-85.0,-81.0,-83.0,,,,,,,,,,,,,,44.43494199658038,26.04775777954018
12:17:08:00,-59.0,-40.0,-41.0,-41.0,-72.0,-72.0,-67.0,-65.0,-66.0,-65.0,-90.0,-90.0,-90.0,-81.0,-43.0,-42.0,-42.0,-58.0,-58.0,-69.0,-54.0,-70.0,-69.0,-82.0,-81.0,-82.0,-81.0,-81.0,,,,,,,,-93.0,,,,,,44.434941996580015,26.047744764983957
12:17:09:00,-57.0,-43.0,-43.0,-42.0,-58.0,-58.0,-58.0,-63.0,-63.0,-62.0,-81.0,-81.0,-80.0,-85.0,-46.0,-46.0,-47.0,-54.0,-54.0,-54.0,-54.0,-55.0,-55.0,-80.0,-80.0,-80.0,-86.0,-86.0,,,,,,,,,,,,,,44.43494199657957,26.04773122564724
12:17:10:00,-57.0,-48.0,-48.0,-48.0,-62.0,-63.0,-62.0,-64.0,-64.0,-64.0,-82.0,-82.0,-84.0,-76.0,-45.0,-45.0,-45.0,-62.0,-62.0,-57.0,-62.0,-57.0,-57.0,-83.0,-82.0,-82.0,-76.0,-76.0,-91.0,-93.0,-91.0,,,,,-93.0,,,,,,44.43494199657886,26.04771835103248
12:17:11:00,-56.0,-37.0,-37.0,-37.0,-64.0,-64.0,-64.0,-65.0,-64.0,-64.0,-87.0,-88.0,-87.0,-84.0,-44.0,-45.0,-45.0,-61.0,-61.0,-52.0,-62.0,-53.0,-52.0,-84.0,-84.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,44.434941996577905,26.04770099829085
12:17:12:00,-52.0,-52.0,-52.0,-52.0,-86.0,-87.0,-85.0,-77.0,-76.0,-76.0,-87.0,-89.0,-89.0,-81.0,-49.0,-50.0,-49.0,-69.0,-69.0,-74.0,-68.0,-73.0,-73.0,-84.0,-84.0,-83.0,-82.0,-81.0,,,,,,,,,,,,,,44.434937499969244,26.047689663032685
12:17:13:00,-48.0,-68.0,-65.0,-65.0,-75.0,-75.0,-75.0,-78.0,-78.0,-77.0,-92.0,-92.0,-91.0,,-46.0,-46.0,-46.0,-61.0,-62.0,-72.0,-61.0,-72.0,-72.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,44.43493749996852,26.047673469807297
12:17:14:00,-56.0,-55.0,-54.0,-55.0,-71.0,-71.0,-72.0,-70.0,-70.0,-70.0,-88.0,-88.0,-89.0,-88.0,-53.0,-53.0,-53.0,-64.0,-64.0,-71.0,-64.0,-72.0,-72.0,-87.0,-87.0,-85.0,-89.0,-89.0,,,,,,,,,,,,,-95.0,44.4349374999677,26.047658748693305
12:17:15:00,-48.0,-48.0,-48.0,-48.0,-73.0,-73.0,-73.0,-77.0,-76.0,-77.0,-90.0,-90.0,-88.0,-87.0,-51.0,-51.0,-52.0,-62.0,-62.0,-68.0,-62.0,-69.0,-69.0,-84.0,-84.0,-84.0,-87.0,-88.0,,,,,,,,,,,,,,44.434937499966864,26.047643482352868
12:17:16:00,-49.0,-55.0,-54.0,-54.0,-79.0,-79.0,-78.0,-78.0,-79.0,-78.0,-90.0,-89.0,-91.0,-89.0,-55.0,-55.0,-55.0,-65.0,-65.0,-69.0,-65.0,-69.0,-68.0,,-88.0,-88.0,-89.0,-90.0,,,,,,,,,,,,,,44.43493749996613,26.047630124304987
12:17:17:00,-45.0,-61.0,-61.0,-61.0,-71.0,-71.0,-71.0,-73.0,-73.0,-73.0,-88.0,-88.0,-89.0,-90.0,-53.0,-54.0,-53.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-85.0,-85.0,-85.0,-89.0,-91.0,,,,,,,,,,,,,,44.434937499965336,26.047615668988886
