,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
13:04:18:00,-85.0,-81.0,-80.0,-82.0,-94.0,-94.0,-94.0,-68.0,-68.0,-69.0,-85.0,-85.0,-83.0,,-74.0,-75.0,-74.0,-64.0,-64.0,,-64.0,,,-82.0,-81.0,-82.0,,,,,,,,,,,,,,,,44.43488225594009,26.04794155766443
13:04:19:00,-86.0,-78.0,-78.0,-78.0,,,,-64.0,-64.0,-64.0,-87.0,-86.0,-86.0,,-79.0,-79.0,-78.0,-57.0,-57.0,,-57.0,,-91.0,-80.0,-80.0,-80.0,,,,,,,,,,,,,,,,44.43489163457969,26.04794155766443
13:04:20:00,-80.0,-82.0,-83.0,-82.0,-92.0,-91.0,-91.0,-69.0,-69.0,-69.0,-84.0,-82.0,-82.0,,-76.0,-76.0,-77.0,-63.0,-63.0,,-63.0,,,-78.0,-76.0,-76.0,,,,,,,,-95.0,-96.0,-96.0,,,,,,44.43490152711736,26.04794155766443
13:04:21:00,-80.0,-70.0,-72.0,-70.0,,,,-63.0,-62.0,-63.0,-75.0,-75.0,-75.0,,-73.0,-73.0,-70.0,-58.0,-60.0,-89.0,-59.0,-91.0,-90.0,-80.0,-80.0,-79.0,,,,,,,,,,,,,,,,44.43491276863743,26.04794155766443
13:04:22:00,-74.0,-70.0,-70.0,-73.0,,,,-64.0,-64.0,-65.0,-76.0,-76.0,-76.0,,-66.0,-66.0,-66.0,-55.0,-57.0,-91.0,-56.0,-90.0,-89.0,-81.0,-80.0,-80.0,,,,,,,,,,,,,,,,44.43492351053439,26.04794155766443
13:04:23:00,-84.0,-85.0,-84.0,-84.0,-95.0,-95.0,-97.0,-64.0,-64.0,-65.0,-89.0,-92.0,-90.0,,-63.0,-65.0,-65.0,-47.0,-47.0,-87.0,-48.0,-88.0,-88.0,-78.0,-76.0,-78.0,,,,,,,,,,,,,,,,44.434934127525565,26.04794155766443
13:04:24:00,-77.0,-68.0,-67.0,-67.0,-94.0,-96.0,-94.0,-59.0,-59.0,-59.0,-78.0,-78.0,-79.0,,-62.0,-62.0,-62.0,-48.0,-48.0,-91.0,-49.0,-89.0,-88.0,-77.0,-76.0,-77.0,,,,,,,,-92.0,-92.0,-93.0,,,,,,44.43493749998133,26.04793368595764
13:04:25:00,-77.0,-68.0,-67.0,-67.0,-94.0,-96.0,-94.0,-59.0,-59.0,-59.0,-78.0,-78.0,-79.0,,-62.0,-62.0,-62.0,-48.0,-48.0,-91.0,-49.0,-89.0,-88.0,-77.0,-76.0,-77.0,,,,,,,,-92.0,-92.0,-93.0,,,,,,44.43493749998049,26.04791846732452
13:04:26:00,-69.0,-63.0,-63.0,-63.0,-90.0,-92.0,-92.0,-54.0,-53.0,-53.0,-77.0,-77.0,-75.0,,-64.0,-64.0,-64.0,-49.0,-51.0,-85.0,-46.0,-85.0,-85.0,-69.0,-66.0,-67.0,,,,,,,,-88.0,-87.0,-85.0,,,,,,44.43493749997989,26.047905032944936
13:04:30:00,-69.0,-58.0,-58.0,-58.0,-88.0,-91.0,-90.0,-49.0,-48.0,-48.0,-64.0,-64.0,-64.0,,-61.0,-61.0,-61.0,-48.0,-48.0,-83.0,-48.0,-84.0,-83.0,-62.0,-62.0,-62.0,,,,,,,,-94.0,-95.0,-92.0,,,,,,44.43493749997898,26.047884881375563
13:04:31:00,-67.0,-59.0,-59.0,-59.0,-95.0,-96.0,-97.0,-45.0,-45.0,-45.0,-61.0,-61.0,-60.0,-95.0,-60.0,,-60.0,-44.0,-44.0,,-45.0,-82.0,-82.0,-60.0,-59.0,-60.0,-96.0,-97.0,,,,,,-99.0,,,,,,,,44.43494199658666,26.047878584009645
13:04:32:00,-68.0,-62.0,-62.0,-60.0,-86.0,-83.0,-82.0,-45.0,-45.0,-45.0,-63.0,-63.0,-63.0,-97.0,-63.0,-63.0,-63.0,-45.0,-45.0,-82.0,-46.0,-82.0,-82.0,-65.0,-65.0,-66.0,-97.0,-96.0,,,,,,-85.0,-85.0,-85.0,,,,,,44.43494199658585,26.04786389015584
13:04:33:00,-68.0,-53.0,-53.0,-53.0,-88.0,-85.0,-86.0,-55.0,-55.0,-54.0,-80.0,-80.0,-80.0,,-56.0,-57.0,-56.0,-45.0,-46.0,-84.0,-47.0,-84.0,-84.0,-77.0,-76.0,-76.0,,,,,,,,-94.0,-91.0,-94.0,,,,,,44.43494199658501,26.04784867152155
13:04:34:00,-69.0,-53.0,-53.0,-53.0,-89.0,-89.0,-90.0,-59.0,-59.0,-59.0,-86.0,-86.0,-86.0,,-56.0,-56.0,-56.0,-56.0,-56.0,-86.0,-56.0,-85.0,-85.0,-84.0,-83.0,-84.0,-95.0,-93.0,,,,,,-95.0,-95.0,-94.0,,,,,,44.43494199658423,26.04783450244824
13:04:35:00,-73.0,-53.0,-53.0,-53.0,-90.0,-90.0,-87.0,-66.0,-66.0,-66.0,-86.0,-87.0,-87.0,-100.0,-57.0,-58.0,-58.0,-53.0,-53.0,-86.0,-52.0,-87.0,-86.0,-82.0,-82.0,-82.0,-96.0,-94.0,,,,,,-95.0,-93.0,-96.0,,,,,,44.434941996583376,26.04781910888711
13:04:36:00,-73.0,-53.0,-53.0,-53.0,-90.0,-90.0,-87.0,-66.0,-66.0,-66.0,-86.0,-87.0,-87.0,-100.0,-57.0,-58.0,-58.0,-53.0,-53.0,-86.0,-52.0,-87.0,-86.0,-82.0,-82.0,-82.0,-96.0,-94.0,,,,,,-95.0,-93.0,-96.0,,,,,,44.43494199658259,26.047804589960144
13:04:37:00,-65.0,-53.0,-53.0,-53.0,-84.0,-84.0,-84.0,-62.0,-61.0,-62.0,-92.0,-94.0,-93.0,-92.0,-53.0,-53.0,-53.0,-56.0,-57.0,-80.0,-56.0,-79.0,-79.0,-88.0,-88.0,-87.0,-92.0,-90.0,,,,,,-97.0,-93.0,-98.0,,,,,,44.43494199658172,26.04778884654535
13:04:38:00,-65.0,-53.0,-53.0,-53.0,-84.0,-84.0,-84.0,-62.0,-61.0,-62.0,-92.0,-94.0,-93.0,-92.0,-53.0,-53.0,-53.0,-56.0,-57.0,-80.0,-56.0,-79.0,-79.0,-88.0,-88.0,-87.0,-92.0,-90.0,,,,,,-97.0,,-98.0,,,,,,44.43494199658117,26.04777404773545
13:04:39:00,-67.0,-51.0,-51.0,-51.0,-85.0,-84.0,-85.0,-69.0,-69.0,-69.0,-88.0,-88.0,-88.0,-88.0,-51.0,-51.0,-51.0,-55.0,-55.0,-80.0,-55.0,-80.0,-80.0,-88.0,-88.0,-89.0,-85.0,-87.0,,,,,,,,,,,,,,44.43494199658038,26.04775767458408
13:04:40:00,-62.0,-42.0,-43.0,-43.0,-76.0,-76.0,-71.0,-69.0,-70.0,-69.0,-94.0,-94.0,-94.0,-85.0,-45.0,-44.0,-44.0,-61.0,-61.0,-73.0,-57.0,-74.0,-73.0,-86.0,-85.0,-86.0,-85.0,-85.0,,,,,,,,-97.0,,,,,,44.43494199657994,26.047742141081493
13:04:41:00,-60.0,-45.0,-45.0,-44.0,-61.0,-61.0,-61.0,-66.0,-66.0,-65.0,-85.0,-85.0,-84.0,-89.0,-48.0,-48.0,-49.0,-57.0,-57.0,-57.0,-57.0,-58.0,-58.0,-84.0,-84.0,-84.0,-90.0,-90.0,,,,,,,,,,,,,,44.43494199657936,26.047727447227693
13:04:42:00,-56.0,-43.0,-43.0,-43.0,-67.0,-68.0,-68.0,-66.0,-66.0,-66.0,-88.0,-89.0,-88.0,-87.0,-44.0,-44.0,-43.0,-58.0,-58.0,-62.0,-58.0,-62.0,-61.0,-84.0,-85.0,-84.0,-86.0,-88.0,-95.0,-97.0,-95.0,,,,,-97.0,,,,,,44.43494199657855,26.04771275337389
13:04:44:00,-59.0,-39.0,-39.0,-39.0,,,,-69.0,-68.0,-68.0,-91.0,-92.0,-91.0,-88.0,-46.0,-47.0,-47.0,-64.0,-64.0,-55.0,-65.0,-56.0,-55.0,-88.0,-88.0,-89.0,-88.0,-88.0,,,,,,,,,,,,,,44.43493749996959,26.04769596039812
13:04:45:00,-55.0,-42.0,-42.0,-42.0,,,,-65.0,-65.0,-65.0,-92.0,-92.0,-92.0,-87.0,-46.0,-46.0,-45.0,-66.0,-65.0,-69.0,-65.0,-69.0,-68.0,-89.0,-88.0,-89.0,-87.0,-82.0,,,,,,,,,,,,,,44.434937499969095,26.047686964161787
13:04:46:00,-55.0,-55.0,-55.0,-55.0,-90.0,-91.0,-89.0,-81.0,-80.0,-80.0,-91.0,-93.0,-93.0,-85.0,-52.0,-53.0,-52.0,-73.0,-73.0,-78.0,-72.0,-77.0,-77.0,-88.0,-88.0,-87.0,-86.0,-85.0,,,,,,,,,,,,,,44.43493749996876,26.047678642643184
13:04:49:00,-51.0,-72.0,-69.0,-69.0,-79.0,-79.0,-79.0,-82.0,-82.0,-81.0,-96.0,-96.0,-95.0,,-48.0,-48.0,-48.0,-64.0,-65.0,-76.0,-64.0,-76.0,-76.0,-87.0,-87.0,-88.0,,,,,,,,,,,,,,,,44.43493749996814,26.04766669617053
13:04:50:00,-59.0,-58.0,-57.0,-58.0,-75.0,-75.0,-76.0,-74.0,-74.0,-74.0,-92.0,-92.0,-93.0,-92.0,-56.0,-56.0,-56.0,-67.0,-67.0,-75.0,-67.0,-76.0,-76.0,-91.0,-91.0,-89.0,-93.0,-93.0,,,,,,,,,,,,,-99.0,44.43493749996768,26.047658176205537
13:04:51:00,-51.0,-51.0,-51.0,-51.0,-77.0,-77.0,-77.0,-81.0,-80.0,-81.0,-94.0,-94.0,-92.0,-91.0,-54.0,-54.0,-55.0,-65.0,-65.0,-72.0,-65.0,-73.0,-73.0,-88.0,-88.0,-88.0,-91.0,-92.0,,,,,,,,,,,,,,44.43493749996681,26.047642432791964
13:04:52:00,-52.0,-58.0,-57.0,-57.0,-83.0,-83.0,-82.0,-82.0,-83.0,-82.0,-94.0,-93.0,-95.0,-93.0,-58.0,-58.0,-58.0,-69.0,-69.0,-73.0,-69.0,-73.0,-72.0,,-92.0,-92.0,-93.0,-94.0,,,,,,,,,,,,,,44.43493749996608,26.04762920832456
13:04:53:00,-47.0,-64.0,-64.0,-64.0,-75.0,-75.0,-75.0,-77.0,-77.0,-77.0,-92.0,-92.0,-93.0,-94.0,-56.0,-57.0,-56.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-89.0,-89.0,-89.0,-93.0,-95.0,,,,,,,,,,,,,,44.43493749996539,26.0476166135937
13:04:54:00,-47.0,-64.0,-64.0,-64.0,-75.0,-75.0,-75.0,-77.0,-77.0,-77.0,-92.0,-92.0,-93.0,-94.0,-56.0,-57.0,-56.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-89.0,-89.0,-89.0,-93.0,-95.0,,,,,,,,,,,,,,44.43493749996457,26.04760165540717
14:25:35:00,-38.0,-57.0,-57.0,-57.0,-69.0,-69.0,-69.0,-72.0,-72.0,-71.0,-87.0,-86.0,-86.0,-86.0,-51.0,-51.0,-51.0,-62.0,-62.0,-63.0,-63.0,-64.0,-64.0,-81.0,-81.0,-82.0,-86.0,-88.0,,,,,,,,,,,,,,44.434937499999386,26.047612612997817
14:25:36:00,-47.0,-50.0,-51.0,-51.0,-68.0,-70.0,-70.0,-73.0,-73.0,-73.0,-84.0,-86.0,-85.0,-89.0,-49.0,-49.0,-49.0,-57.0,-57.0,-68.0,-57.0,-68.0,-68.0,,-82.0,-83.0,-89.0,-88.0,,,,,,,,,,,,,,44.434937499998696,26.04762529004718
14:25:37:00,-51.0,-56.0,-56.0,-56.0,-76.0,-76.0,-76.0,-67.0,-69.0,-69.0,-82.0,-82.0,-82.0,-89.0,-49.0,-49.0,-49.0,-61.0,-61.0,-69.0,-61.0,-69.0,-68.0,-82.0,-82.0,-82.0,-87.0,-86.0,,,,,,,,,,,,,,44.43493749999792,26.04763928419258
14:25:38:00,-50.0,-41.0,-41.0,-41.0,-74.0,-71.0,-74.0,-77.0,-76.0,-77.0,-85.0,-86.0,-84.0,-77.0,-46.0,-46.0,-46.0,-65.0,-64.0,-70.0,-64.0,-71.0,-70.0,-81.0,-81.0,-80.0,-77.0,-76.0,,,,,,,,,,,,,,44.43493749999714,26.0476534532648
14:25:41:00,-49.0,-38.0,-37.0,-38.0,,,,-59.0,-59.0,-60.0,-83.0,-83.0,-84.0,-80.0,-49.0,-48.0,-48.0,-57.0,-57.0,-54.0,-57.0,-55.0,-55.0,-80.0,-79.0,-80.0,-79.0,,-88.0,-89.0,-91.0,,,,,,,,,,,44.434937499996,26.04767412961463
14:25:43:00,-48.0,-35.0,-35.0,-35.0,-69.0,-75.0,-69.0,-65.0,-65.0,-67.0,-84.0,-83.0,-83.0,-78.0,-44.0,-44.0,-44.0,-56.0,-57.0,-63.0,-56.0,-62.0,-61.0,-80.0,-79.0,-79.0,-80.0,-80.0,,,,-84.0,-86.0,,,,,,,,,44.43493749999568,26.047682526101877
14:25:45:00,-47.0,-39.0,-39.0,-39.0,-61.0,-60.0,-60.0,-72.0,-70.0,-72.0,-82.0,-83.0,-82.0,-71.0,-49.0,-50.0,-49.0,-69.0,-70.0,-71.0,-70.0,-71.0,-71.0,-82.0,-82.0,-82.0,-74.0,-75.0,,,,,,,,,,,,,,44.43492898010677,26.0476833657506
14:25:46:00,-57.0,-43.0,-43.0,-43.0,-63.0,-64.0,-64.0,-73.0,-73.0,-73.0,-83.0,-83.0,-82.0,-81.0,-52.0,-51.0,-51.0,-70.0,-70.0,-63.0,-71.0,-63.0,-63.0,-84.0,-82.0,-82.0,-81.0,-81.0,-91.0,-90.0,-91.0,,,,,,,,,,,44.43491851431731,26.0476833657506
14:25:47:00,-50.0,-57.0,-57.0,-57.0,-69.0,-69.0,-69.0,-75.0,-75.0,-74.0,-85.0,-86.0,-89.0,-85.0,-55.0,-55.0,-56.0,-71.0,-70.0,-64.0,-70.0,-65.0,-64.0,-86.0,,,-85.0,-84.0,,,,,,,,,,,,,,44.43490795085718,26.0476833657506
14:25:48:00,-49.0,-58.0,-58.0,-58.0,-71.0,-71.0,-71.0,-76.0,-77.0,-77.0,-89.0,-89.0,-90.0,-88.0,-55.0,-56.0,-56.0,-69.0,-69.0,-63.0,-69.0,-63.0,-62.0,-83.0,-82.0,-83.0,-89.0,-89.0,,,,,,,,,,,,,,44.43489653090028,26.0476833657506
14:25:49:00,-53.0,-53.0,-53.0,-53.0,-65.0,-65.0,-65.0,-70.0,-70.0,-70.0,-89.0,-88.0,-87.0,-84.0,-55.0,-56.0,-55.0,-68.0,-68.0,-64.0,-70.0,-63.0,-63.0,-83.0,-85.0,-84.0,-85.0,-88.0,,,,,,,,,,,,,,44.43488653843799,26.0476833657506
14:25:50:00,-55.0,-63.0,-65.0,-59.0,-75.0,-76.0,-76.0,-72.0,-72.0,-72.0,-82.0,-81.0,-81.0,-86.0,-57.0,-57.0,-57.0,-68.0,-65.0,-62.0,-68.0,-62.0,-63.0,-86.0,-86.0,,-87.0,-86.0,,,,,,,,,,,,,,44.43487567163525,26.0476833657506
14:25:51:00,-50.0,-56.0,-56.0,-54.0,-57.0,-58.0,-58.0,-74.0,-74.0,-73.0,-82.0,-82.0,-85.0,-83.0,-50.0,-51.0,-50.0,-65.0,-65.0,-61.0,-67.0,-61.0,-61.0,,,,-83.0,-82.0,,,,,,,,,,,,,,44.43487454748256,26.04769596046789
14:25:52:00,-51.0,-60.0,-60.0,-60.0,-56.0,-56.0,-56.0,-70.0,-71.0,-71.0,-82.0,-84.0,-83.0,-84.0,-48.0,-48.0,-48.0,-70.0,-70.0,-55.0,-70.0,-55.0,-54.0,-81.0,-80.0,-80.0,-84.0,-84.0,-89.0,-89.0,-89.0,,,,,,,,,,,44.43488354069862,26.04769596046789
14:25:53:00,-52.0,-55.0,-55.0,-55.0,-59.0,-59.0,-59.0,-78.0,-76.0,-76.0,-82.0,-81.0,-81.0,-83.0,-46.0,-46.0,-46.0,-68.0,-67.0,-57.0,-65.0,-57.0,-57.0,-78.0,-78.0,-78.0,-83.0,-85.0,,-91.0,-89.0,,,,,,,,,,,44.43489343323628,26.04769596046789
14:25:54:00,-53.0,-54.0,-54.0,-51.0,-68.0,-68.0,-69.0,-75.0,-76.0,-76.0,-83.0,-82.0,-82.0,-79.0,-46.0,-46.0,-47.0,-69.0,-71.0,-57.0,-65.0,-57.0,-57.0,-81.0,-81.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,44.43490281187589,26.04769596046789
14:25:55:00,-54.0,-43.0,-43.0,-43.0,-58.0,-58.0,-58.0,-70.0,-70.0,-70.0,-80.0,-82.0,,,-40.0,-41.0,-41.0,-61.0,-61.0,-57.0,-61.0,-57.0,-57.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.43491451733171,26.04769596046789
14:25:56:00,-63.0,-40.0,-41.0,-41.0,-74.0,-73.0,-74.0,-71.0,-71.0,-71.0,-87.0,-86.0,-88.0,-83.0,-47.0,-47.0,-47.0,-54.0,-54.0,-61.0,-54.0,-61.0,-61.0,-82.0,-82.0,-83.0,-84.0,-83.0,,,,,,,,,,,,,,44.434925134322896,26.04769596046789
14:25:57:00,-72.0,-57.0,-57.0,-57.0,-77.0,-77.0,-77.0,-63.0,-63.0,-62.0,-89.0,-90.0,-91.0,-89.0,-55.0,-55.0,-54.0,-60.0,-60.0,-72.0,-60.0,-72.0,-71.0,-85.0,-82.0,-85.0,-91.0,-90.0,,,,,,,,,,,,,,44.43493300338684,26.04769775971502
14:25:58:01,-71.0,-62.0,-62.0,-62.0,-89.0,-90.0,-88.0,-73.0,-74.0,-73.0,-90.0,-90.0,-89.0,-90.0,-57.0,-57.0,-57.0,-54.0,-54.0,-78.0,-54.0,-78.0,-78.0,-86.0,-87.0,,,-90.0,,,,,,,,,,,,,,44.43493300338589,26.047715009996857
14:25:59:00,-73.0,-57.0,-61.0,-57.0,-86.0,-86.0,-87.0,-70.0,-70.0,-70.0,-91.0,-91.0,-91.0,,-55.0,-56.0,-55.0,-56.0,-56.0,-78.0,-56.0,-78.0,-78.0,-84.0,-84.0,-83.0,,,,,,,,,,,,,,,,44.43493300338509,26.047729546414278
14:26:00:00,-75.0,-64.0,-65.0,-64.0,-89.0,-87.0,-87.0,-57.0,-58.0,-57.0,-91.0,-89.0,-90.0,,-57.0,-57.0,-57.0,-52.0,-52.0,-82.0,-52.0,-81.0,-81.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.43493300338426,26.047744765046225
14:26:01:00,-75.0,-72.0,-72.0,-72.0,-90.0,-90.0,-89.0,-70.0,-70.0,-70.0,-90.0,-89.0,-89.0,,-66.0,-68.0,-66.0,-50.0,-51.0,-86.0,-51.0,-82.0,-83.0,-83.0,-82.0,-81.0,,,,,,,,,,,,,,,,44.43493300338348,26.047758934117358
14:26:02:00,-77.0,-71.0,-71.0,-72.0,-89.0,-90.0,-90.0,-58.0,-58.0,-58.0,-88.0,-88.0,-89.0,,-64.0,-64.0,-64.0,-48.0,-49.0,,-50.0,,,-79.0,-79.0,-81.0,,,,,,,,,,,,,,,,44.43493300338263,26.047774327676112
14:26:03:00,-77.0,-80.0,-80.0,-79.0,-89.0,-90.0,-87.0,-49.0,-49.0,-49.0,-86.0,,-86.0,,-63.0,-62.0,-63.0,-43.0,-44.0,,-44.0,-86.0,-86.0,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.43493300338183,26.047788846600845
14:26:04:00,-83.0,-78.0,-79.0,-78.0,,-90.0,-90.0,-53.0,-52.0,-53.0,-86.0,-84.0,-86.0,,-71.0,-71.0,-71.0,-47.0,-47.0,,-48.0,,,-77.0,-76.0,-77.0,,,,,,,,-91.0,,,,,,,,44.43493300338101,26.04780371537919
14:26:05:00,-78.0,-69.0,-69.0,-69.0,-82.0,-82.0,-82.0,-48.0,-48.0,-48.0,-71.0,-71.0,-69.0,,-67.0,-68.0,-68.0,-44.0,-43.0,-82.0,-43.0,-82.0,-82.0,-57.0,-57.0,-57.0,,,,,,,,-88.0,-87.0,-87.0,,,,,,44.43493300338011,26.04782010851968
14:26:06:00,-68.0,-58.0,-60.0,-60.0,,-79.0,-80.0,-45.0,-45.0,-45.0,-64.0,-64.0,-64.0,,-60.0,-60.0,-60.0,-44.0,-44.0,-75.0,,-75.0,-75.0,-54.0,-54.0,-54.0,,,,,,,,-78.0,-76.0,-77.0,-86.0,-91.0,-91.0,-91.0,,44.43493300337924,26.04783590191113
14:26:07:00,-73.0,-67.0,-67.0,-65.0,-78.0,-81.0,-77.0,-51.0,-51.0,-51.0,-63.0,-62.0,-64.0,,-60.0,-60.0,-60.0,-48.0,,-79.0,-49.0,-79.0,-79.0,,-51.0,,,,,,,,,-81.0,-79.0,-77.0,,,,,,44.43493300337845,26.047850245909064
14:26:08:00,-62.0,-57.0,-57.0,-57.0,-87.0,-88.0,-88.0,-47.0,-47.0,-46.0,-61.0,-61.0,-60.0,,-61.0,-65.0,-63.0,-46.0,-46.0,-80.0,-46.0,-79.0,-79.0,-48.0,-48.0,-48.0,,,,,,,,-80.0,-82.0,-81.0,,,,,,44.434933003377616,26.04786528961421
14:26:09:00,-61.0,-74.0,-71.0,-73.0,,,,-45.0,-45.0,-45.0,-57.0,-57.0,-57.0,,-61.0,-61.0,-61.0,-38.0,-38.0,-86.0,-38.0,-84.0,-83.0,-59.0,-59.0,-58.0,,,,,,,,,-78.0,,,,,,,44.4349330033768,26.047880158392555
14:26:10:00,-71.0,-60.0,-60.0,-60.0,-89.0,-88.0,-87.0,-48.0,-48.0,-48.0,-76.0,-75.0,-76.0,,-62.0,-62.0,-63.0,-49.0,-48.0,-83.0,-49.0,-83.0,-82.0,-71.0,-72.0,-73.0,,,,,,,,-79.0,-80.0,-80.0,,,,,,44.43493497064255,26.047884881416262
14:26:14:00,-71.0,-60.0,-60.0,-60.0,-89.0,-88.0,-87.0,-48.0,-48.0,-48.0,-76.0,-75.0,-76.0,,-62.0,-62.0,-63.0,-49.0,-48.0,-83.0,-49.0,-83.0,-82.0,-71.0,-72.0,-73.0,,,,,,,,-79.0,-80.0,-80.0,,,,,,44.43493749998394,26.047896364847343
14:26:15:01,-69.0,-69.0,-71.0,-71.0,-86.0,-86.0,-81.0,-50.0,-50.0,-50.0,-73.0,-72.0,-72.0,,-63.0,-63.0,-63.0,-42.0,-44.0,-81.0,-43.0,-81.0,-81.0,-69.0,-68.0,-68.0,,,,,,,,-83.0,-80.0,-81.0,,,,,,44.43493749998375,26.04790194727658
14:26:18:00,-75.0,-68.0,-65.0,-69.0,,,,-57.0,-56.0,-56.0,-76.0,-76.0,-76.0,,-58.0,-56.0,-57.0,-46.0,-48.0,-84.0,-50.0,-83.0,-82.0,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.43492912698944,26.047903773512555
14:26:19:00,-73.0,-66.0,-68.0,-68.0,-87.0,-87.0,-87.0,-59.0,-59.0,-59.0,-77.0,-78.0,-79.0,,-69.0,-69.0,-70.0,-48.0,-49.0,,-49.0,,-85.0,-75.0,-75.0,-74.0,,,,,,,,-87.0,-85.0,-86.0,,,,,,44.43492131219479,26.047903773512555
14:26:20:00,-75.0,-75.0,-75.0,-75.0,-86.0,-85.0,-85.0,-57.0,-57.0,-57.0,-68.0,-69.0,-69.0,,-74.0,-74.0,-74.0,-55.0,-54.0,-83.0,-55.0,-84.0,-83.0,-73.0,-72.0,-72.0,,,,,,,,-89.0,-86.0,-88.0,,,,,,44.43491052033552,26.047903773512555
14:26:21:00,-77.0,,,,-87.0,-87.0,-85.0,-67.0,-67.0,-67.0,,,,,-75.0,-75.0,-75.0,-57.0,-57.0,-83.0,-57.0,-82.0,-82.0,-78.0,-77.0,-77.0,,,,,,,,-89.0,-90.0,-90.0,,,,,,44.43489852938076,26.047903773512555
14:26:22:00,-83.0,-76.0,-76.0,-76.0,-88.0,-90.0,-90.0,-65.0,-65.0,-65.0,-70.0,-70.0,-70.0,,-74.0,-73.0,-72.0,-60.0,-61.0,,-61.0,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.43488853691847,26.047903773512555
14:26:23:00,-79.0,-71.0,-71.0,-69.0,-87.0,-88.0,-87.0,-62.0,-62.0,-62.0,-75.0,-76.0,-76.0,,-73.0,-73.0,-73.0,-60.0,-60.0,,-60.0,,-86.0,-76.0,-76.0,-76.0,,,,,,,,-89.0,,-88.0,,,,,,44.434877116961566,26.047903773512555
14:26:24:00,-73.0,-71.0,-71.0,-71.0,-87.0,-87.0,-85.0,-63.0,-64.0,-64.0,-81.0,-80.0,-81.0,,-75.0,-74.0,-74.0,-59.0,-60.0,,-60.0,-86.0,-85.0,-76.0,-76.0,-76.0,,,,,,,,-89.0,-88.0,-88.0,,,,,,44.43487454747057,26.04791636822985
14:26:25:00,-77.0,-75.0,-75.0,-75.0,-86.0,-85.0,-85.0,-58.0,-58.0,-58.0,-83.0,-84.0,-84.0,,-74.0,-74.0,-74.0,-57.0,-57.0,,-58.0,,,,,,,,,,,,,,,,,,,,,44.43487454746974,26.0479314818906
14:26:26:00,-79.0,-76.0,-75.0,-76.0,-88.0,-88.0,-88.0,-63.0,-63.0,-64.0,-79.0,-79.0,-77.0,,-69.0,-70.0,-69.0,-59.0,-59.0,,-59.0,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,44.4348767957732,26.04794155766443
14:26:27:00,-80.0,-73.0,-73.0,-73.0,,,,-59.0,-59.0,-59.0,-81.0,-80.0,-80.0,,-74.0,-74.0,-73.0,-53.0,-53.0,,-53.0,,-85.0,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.43488803729327,26.04794155766443
14:26:28:00,-77.0,-81.0,-80.0,-80.0,-86.0,-84.0,-86.0,-58.0,-58.0,-58.0,-83.0,-75.0,-76.0,,-71.0,-70.0,-71.0,-56.0,-56.0,,-56.0,,,-77.0,-76.0,-76.0,,,,,,,,-90.0,-90.0,-90.0,,,,,,44.43489927881335,26.04794155766443
14:26:29:00,-75.0,-65.0,-67.0,-65.0,-86.0,-85.0,-85.0,-58.0,-57.0,-58.0,-70.0,-70.0,-70.0,,-68.0,-68.0,-65.0,-54.0,-56.0,-83.0,-55.0,-85.0,-84.0,-75.0,-75.0,-74.0,,,,,,,,-89.0,,,,,,,,44.43491052033342,26.04794155766443
14:26:30:00,-69.0,-65.0,-65.0,-68.0,,,,-59.0,-59.0,-60.0,-71.0,-71.0,-71.0,,-61.0,-61.0,-61.0,-51.0,-53.0,-85.0,-52.0,-84.0,-83.0,-76.0,-75.0,-75.0,,,,,,,,,,,,,,,,44.434922886005495,26.04794155766443
